Q	V	A	T	G
800	710	4	103	7.326
800	510	4.5	117	8.5
760	550	4.5		8.75
790	540	3	104	7.58
770	520		105	8
800	540		108	7.65
790	560	3.5	102	7.5
			98	
790	620	4	118	7.1
770	470	3.5	98	7.5
800	540	3.5	101	8.075
790	500		100	7.8
800	600	4		8.43
790	330	2		6.425
790	575	3.5	111	7.67
770	370	3	95	8.4
800	640	3	103	7.35
800	660	5		6.9
790	510	3.5	101	6.25
750	350	3	100	7.8
790	630			9.59
610	270	2.5	102	6.2
750	500	2.5	80	7.93
				7.2
740	450	4	97	5.9
800	710	4	117	7.92
750	380		80	6.253
800	700	4	110	5.5
740	510	4	104	5.5
760	530	3.5	108	6.9
750	530			5.6
760	440	3	88	7.23
660	470	3	89	6.6
760	390	4.5	94	10
730	560	4	102	5.72
730	630	3	97	7.8
				7.6
750	510	3	89	6.95
790	590	4	110	8.7
730	530	3	105	7
800	500	3	108	8.024
770	440	2.5	98	6.3
750	680	4	105	6.7
800	550	4.5		7.23
790	630		92	6.74
615	370	3	100	8.6
800	650		111	8
790	710	4.5	112	8.2
760	510		108	8.97
760	435	3.5	97	7.1
800	530	4.5		8.2
				7
				
790	530	3.5	103	7
750	650	4	113	7.77
670	460	4	115	7.5
670	500	3.5	103	6.4
800	560	3.5	95	8.1
780	360	3	97	7.3
760	390	4	95	6.544
800	650	4.5	99	8.71
800	620	4.5	109	8.34
780	620	3	109	7.2
780	610	4	112	6.818
				
790	400	3	98	7.4
800	580	4	111	6.876
670	300	2.5		
760	670	4.5		7.4
750	590	2.5	101	6.613
800	690	3.5	113	6.6
800	510	4	113	6.7
				7.875
780	580	4	104	6.5
680	640	4.5	114	6.544
800	740	4	116	
780	640	4	118	7.062
740	540	3	93	7.78
800	710	5		7.8
800	390	3.5	97	8.2
720	380	3	94	7.665
780	360	3.5	102	8.3
800	640	4	113	8.236
710	530	3	95	6.82
800	490	3	92	7.67
780	420	3.5	106	7.86
580	300	3	107	6.2
790	410		91	6.54
800	720	4	109	8.09
800	590	3.5	99	8.7
750	430	3	97	6.5
800	570	4	102	6.933
800	640	3.5	110	8.39
750	580	3.5	106	
800	660	3.5	113	7.56
800	620	4	114	7.7
750	300	3		7
800	510	3.5	104	7.95
750	485	4	97	5.6
800	730	5		8.12
760	530	3.5	114	7.2
800	520	4	113	8.6
790	520	3		6.7
800	540	5		
790	360	3	96	6.208
730	450	2.5	89	6.6
740	550	3	107	6.3
800	530	3.5	109	7.9
780	600	4	106	5.7
800	650	4	112	
770	660	2.5		7.82
				
800	690	4	110	
800	650	3.5	110	8.24
800	410	3		7.21
790	350	3	104	7.3
740	300	2.5	77	6
770	580	3.5	96	6.3
670	360		94	7.5
630	450	3.5	95	
800	450	3	100	7.62
770	570	4	105	7.3
	590	3.5	94	7.93
710	360	3	84	6.7
800	520	3	107	9
700	690	3	106	6.9
800	510	4	105	9.23
790	600	4	110	7.67
660	300	3	97	6.8
			113	8.1
740	630	3	105	8.15
710	680	4	109	6.16
800	640	5.5		6.2
760	490	3	110	7.8
780	580	3	108	5.6
790	520	4.5	101	6.27
750	340			7.1
750	450	4	103	8.5
780	530	3.5	95	8.35
760	480	3	104	8.15
760	550	4		8.28
740	570	4	114	7.068
740	340	3	106	7
750	470	3.5	88	6.2
			105	7.9
770	500	4.5	113	7.7
770	610	3	110	8.1
750	660	4	113	8.92
				8.5
770	410	3.5	92	7.2
710	440	3.5	94	
780	480	3.5	100	7.2
780	480		102	5.7
790	580	4	118	8.1
700	530	3.5	104	
800	560		109	7.4
800	670	5	116	7.9
750	480	3.5	99	7.8
760	700	5	120	6.5
760	390	4.5	106	7.5
800	450	4	108	6.87
790	490	3.5	105	
730	310	3	84	6.5
800	610	4.5	114	9
770	485	3.5	104	7.5
800	470		92	8.77
790	690	3	97	7.3
760	330	2.5	90	5.719
800	450	4	114	9.57
740	600	3	89	6.3
750	380	3		
770	350	3	98	5.7
750	600	3.5	111	7.5
720	300	3.5	101	
770	370			8.42
800	590	3	109	8.2
780	710	4	115	9.6
800	620	4.5	109	8.4
800	560		106	7.6
590	480	2.5	91	6.4
690	500	3	98	8
790	600	3	108	7.6
680	570	4.5	116	7.7
800	630	5	116	8.07
800	670	4	113	6.55
710	510	3.5	98	5.866
790	780	4.5	107	5.85
730	570	3	98	6
800	635	4.5	117	8
660	390	3	94	6.1
				9.2
800	470	3.5	99	7.8
800	730	5.5		6.3
780	460	3.5	104	6.5
680	540		86	8.41
710	520	3.5	90	8.3
750	370	3	107	6.25
780	300	3		8
800	660	4	114	9.29
800	660	4.5	110	9.68
770	410	3.5	103	6.2
770	360	2.5	89	6.31
650	450	2.5	85	7
770	660	4	112	6.9
770	580	3.5	96	6.3
800	510	3.5	102	9.36
780	640	4	111	8.15
780	610	3.5	100	7.81
750	800	5.5	120	7.3
800	650	3.5	110	7.8
800	640	4.5	112	8.5
770	280			6
				
760	630	4.5	114	8.1
750	450	4	106	8.7
800	720	5	116	8.5
800	550	3	103	8.3
700	430	3	84	6.8
790	430	3	100	6.1
780	480	3		8.8
760	530	4.5	96	7.927
800	750	4.5	117	8.4
	480	3	86	7.24
			111	7.9
780	570	3	114	9.12
780	550	3.5	111	9.27
				9.05
700	590	3	105	7.4
750	610	4	112	9.31
790	630	3.5		7.97
780	630	3.5	102	6.7
790	540	4	106	8.1
720	590	3	97	7.573
				
800	360	3	97	7.38
760	530	3	89	7.1125
800	490	3	92	7
710	440	3	87	
780	520	4	103	6.3
790	630	4	108	9.15
800	620	3	107	8.2
680	260		84	6.75
800	620	4	96	8
540	360	3		6.03
700	590	2	102	8.86
800	640	3.5	116	8.64
750	350	4		5.4
				7.92
690	350	3	97	7
800	550	3	108	8.96
710	410	3	93	
790	460	3	93	7.87
800	560	4		7.7
				7.6
740	530	3	100	7.8
770	490	3.5	109	7
720	620	3.5	96	9.35
				9.55
750	610	3.5	103	7.767
780	580	3.5	113	7
800	570	2.5	88	9.35
800	570	4.5	110	8.76
800	520	3.5	110	7.1
690	380	2.5	89	7.3
730	580	3.5	105	7
770	485	3	110	6.679
				7.132
730	470	3	87	5.9
800	460	3	112	6.8
760	520	4	101	8.23
790	530	4.5	107	6
790	730	3.5	109	8.25
760	700	4.5		8.05
800	610	4	110	8.9
760	590	3		8.23
750	650	3.5	117	7.1
750	540	2.5	90	8
760	570	3.5	98	8
800	680	4.5	105	9.3
800	680	4	110	7.93
790	520	3	102	6.92
790	670	5	112	6.1
780	520	3	98	7.531
780	540	3	109	6.772
710	480	3.5		6.3
790	660	4.5	116	9.13
800	580		104	7.8
700	510	3	103	6.1
800	520	4		7.9
560	320	3	87	
750	580	3.5	101	
800	670	3.5	112	7.2
690	320		85	7.3
800	560	3	100	8.2
800	560	3	106	7.4
800	800	6		
700	450		105	6.5
730	660	3.5	105	
780	650	4	103	7.7
800	450	3.5	101	
700	290	3.5	82	
780	650	4		6.9
780	600	4.5	107	
740	660	3.5	111	6.3
710	680	3.5	106	7
720	460	3	94	7.6
790	560	3.5	114	
800	620	4	110	8.53
790	600	3.5		7.5
800	590	4	114	8.75
800	580	3.5	94	7.935
800	410	4.5		7.1
760	500	3	102	6.8
800	690	4.5	113	9.48
730	450	3.5	94	8.02
780	490	3.5	99	6.5
780	520	4.5		6.7
800	590	3.5	115	7.9
			105	9.725
740	470	2.5	99	6.5
790	390	3.5	101	7.1
800	590	3.5	111	7.9
750	530	3.5	109	8
800	640	3.5	116	8.64
790	590	4.5	116	9.28
800	540	4		7.4
780	560	5	114	6.32
750	350	4	107	6.013
665	545	4	109	6.6
800	690	4.9	110	
800	740	4	102	5.965
750	420	3.5	100	6.5
770	590	4.5	116	7.867
690	480	3.5	102	7.4
				
770	570	4	113	6.8
790	520	3	110	
730	540	4	110	
720	380	6	119	7.2
750	370	4		8
790	540	4	111	7.4
750	570	4	106	
				7.85
730	410	3.5	99	8
780	490	3.5	99	6.5
680	620	4.5	111	8.4
780	340	3	104	9.325
690	380	3.5	100	5.8
800	520	3.5	95	7.3
800	350	3.5		7.8
560	260	3.5		5.1
750	470	3	94	5.8
800	570			7.32
730	600	3		7.7
720	520	3.5		8.97
710	590	3	98	4.8
710	320	2.5	87	
740	310	3		6.8
770	500	3.5	95	8.4
770	550	3.5	91	6.371
790	530	3	100	6.809
800	420	3.5	105	9.5
750	720	3.5	107	7.1
780	520	3	104	6.2
780	490	4	104	8.8
800	600	3		7.9
760	630	5	112	7.5
				8.02
750	440			6.4
740	500	4	104	6
800	530		104	7.2
700	480	3.5	100	7.1
760	510	3	109	7.4
800	500	4	113	6.48
770	560	4.5	117	7.7
800	590	5.5	110	9.375
720	560	3	101	6.25
800	560	4	103	8.15
770	545	3	110	8.1
730	540	3.5	103	6.7
710	800	5	103	7.6
730	420	3.5	102	7.54
720	380	3.5	88	8
800	800	5.5	117	5.851
740	530	4.5	111	7
800	720	4	116	7.89
